ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
2129,NGUYỄN VIẾT CHIẾN,6.25,8.5,6.75,21.5,3,4
2130,PHẠM THỊ THANH HIỀN,9.25,8.5,7.75,25.5,2,3
2131,NGUYỄN THỊ THUẬN,6.25,6.5,9.75,22.5,4,5
2132,VŨ THỊ KIỀU TRINH,8.25,6.5,9.75,24.5,5,6
2133,BÙI THỊ MAI HOA,6.25,6.5,9.75,22.5,5,6
2134,NGUYỄN PHƯƠNG THẢO,9.25,6.5,6.75,22.5,3,4
2135,NGÔ THỊ CHI,7.25,7.5,9.75,24.5,4,5
2136,TRẦN MINH TRUNG,6.25,6.5,7.75,20.5,2,3
2137,LÊ THỊ LIỄU,7.25,7.5,9.75,24.5,3,4
2138,ĐỒNG THỊ KIM ANH,9.25,7.5,6.75,23.5,2,3
2139,PHẠM HUYỀN NGA,8.25,7.5,9.75,25.5,3,4
2140,NGUYỄN MINH QUANG,6.25,9.5,7.75,23.5,1,2
2141,NGUYỄN THỊ NGỌC LINH,6.25,7.5,7.75,21.5,5,6
2142,VŨ NGỌC ĐỨC,8.25,9.5,7.75,25.5,1,2
2143,LÊ TUẤN ANH,7.25,6.5,6.75,20.5,4,5
2144,NGUYỄN ĐỨC LINH KIỆT,6.25,8.5,8.75,23.5,1,2
2145,NGUYỄN THỊ ÁNH,6.25,6.5,6.75,19.5,1,2
2146,NGUYỄN PHƯƠNG HẠNH,7.25,9.5,7.75,24.5,1,2
2147,NGUYỄN HOÀI SƠN,9.25,6.5,8.75,24.5,5,6
2148,ĐỖ THỊ THUÝ HOÀ,9.25,6.5,6.75,22.5,4,5
2149,ĐẶNG HOÀNG PHONG,7.25,6.5,7.75,21.5,1,2
2150,ĐINH THỊ NGỌC BÍCH,9.25,9.5,9.75,28.5,1,2
2151,PHẠM HOÀNG MẠNH,6.25,6.5,8.75,21.5,2,3
2152,TRẦN VĂN HOÀI,7.25,9.5,7.75,24.5,3,4
2153,ĐINH PHƯƠNG THẢO,8.25,6.5,8.75,23.5,2,3
2154,PHẠM THỊ THANH VÂN,8.25,6.5,7.75,22.5,1,2
2155,LÊ THỊ THU LINH,9.25,8.5,6.75,24.5,4,5
2156,NGUYỄN THỊ QUỲNH NHƯ,9.25,9.5,7.75,26.5,3,4
2157,NGUYỄN THỊ HƯỜNG,6.25,6.5,9.75,22.5,2,3
2158,TRẦN THỊ GIANG,6.25,8.5,7.75,22.5,2,3
2159,MAI NGỌC HÙNG,6.25,6.5,9.75,22.5,3,4
2160,PHẠM ĐẠI HẢI,6.25,7.5,9.75,23.5,2,3
2161,TẠ THU HOÀI,7.25,6.5,7.75,21.5,1,2
2162,NGUYỄN PHƯƠNG THẢO,9.25,9.5,6.75,25.5,5,6
2163,PHẠM THÙY TRANG,8.25,6.5,7.75,22.5,1,2
2164,TRẦN THỊ THÚY HOÀI,7.25,7.5,6.75,21.5,5,6
2165,NGUYỄN THỊ HOA,8.25,8.5,8.75,25.5,1,2
2166,PHẠM HOÀNG BẢO NGỌC,6.25,6.5,9.75,22.5,4,5
2167,NGUYỄN LINH HƯƠNG,8.25,9.5,8.75,26.5,5,6
2168,TRƯƠNG QUANG MINH,7.25,6.5,9.75,23.5,3,4
2169,ĐẶNG THỊ HỒNG THẮM,7.25,9.5,9.75,26.5,4,5
2170,LÊ THỊ MINH PHƯỢNG,6.25,8.5,7.75,22.5,4,5
2171,NGUYỄN THỊ KIM NGÂN,8.25,7.5,8.75,24.5,1,2
2172,PHẠM HUYỀN NGỌC,9.25,7.5,7.75,24.5,3,4
2173,ĐÌNH TRƯỜNG SƠN,6.25,7.5,7.75,21.5,2,3
2174,DƯƠNG THỊ THANH HIỀN,8.25,8.5,7.75,24.5,5,6
2175,ĐỖ THỊ THẢO,6.25,6.5,9.75,22.5,1,2
2176,PHAN THỊ HẠNH,7.25,8.5,7.75,23.5,3,4
2177,TRẦN THÁI DƯƠNG,6.25,7.5,8.75,22.5,2,3
2178,NGUYỄN THÀNH LÂM,6.25,8.5,7.75,22.5,1,2
2179,ĐẶNG THU HẲNG,6.25,7.5,9.75,23.5,3,4
2180,VŨ MỸ LINH,6.25,8.5,8.75,23.5,4,5
2181,NGUYỄN DUY TÙNG,9.25,7.5,8.75,25.5,2,3
2182,NGUYỄN MINH ĐỨC,6.25,9.5,7.75,23.5,2,3
2183,NGUYỄN THỊ LÂM,7.25,7.5,6.75,21.5,5,6
2184,LÊ THỊ THỦY TIÊN,6.25,8.5,7.75,22.5,1,2
2185,ĐẶNG ĐỨC THẮNG,8.25,8.5,9.75,26.5,3,4
2186,VŨ MINH HUYỀN,7.25,7.5,7.75,22.5,3,4
2187,PHẠM THỊ PHƯƠNG THẢO,9.25,7.5,7.75,24.5,3,4
2188,MAI NGUYỄN CẨM TÚ,8.25,6.5,8.75,23.5,5,6
2189,NGUYỄN HỒNG HẠNH,6.25,7.5,7.75,21.5,5,6
2190,VŨ THANH HIỀN,6.25,8.5,7.75,22.5,5,6
2191,BÙI THỊ NGỌC LINH,9.25,6.5,8.75,24.5,3,4
2192,NGUYỄN THỊ NGỌC HUYỀN,7.25,7.5,6.75,21.5,4,5
2193,DƯƠNG VĂN GIAO,9.25,8.5,9.75,27.5,4,5
2194,VŨ HƯƠNG LAN,9.25,7.5,9.75,26.5,3,4
2195,TRỊNH NHƯ QUỲNH,6.25,9.5,8.75,24.5,4,5
2196,ĐẶNG THỊ THU HUYỀN,9.25,6.5,8.75,24.5,3,4
2197,PHẠM THỊ THÙY DUNG,6.25,9.5,9.75,25.5,2,3
2198,NGUYỄN THỊ THANH HOÀI,8.25,8.5,9.75,26.5,4,5
2199,NGUYỄN THỊ CẨM TÚ,8.25,9.5,7.75,25.5,3,4
2200,ĐẶNG QUỐC ĐẠT,6.25,6.5,6.75,19.5,4,5
2201,VŨ THỊ MẬN,8.25,9.5,9.75,27.5,4,5
2202,NGUYỄN THỊ GIANG,8.25,8.5,7.75,24.5,1,2
2203,VÕ TRỊNH THỊ THÙY TRANG,8.25,8.5,6.75,23.5,5,6
2204,TỐNG THỊ NGA,7.25,8.5,9.75,25.5,5,6
2205,LÊ THỊ PHƯƠNG,7.25,7.5,6.75,21.5,1,2
2206,NGUYỄN VĂN GIANG,9.25,7.5,7.75,24.5,1,2
2207,TRẦN THANH HƯƠNG,9.25,9.5,9.75,28.5,3,4
2208,VŨ THỊ LUYẾN,6.25,7.5,6.75,20.5,1,2
2209,DƯƠNG QUANG HIỆP,6.25,7.5,6.75,20.5,3,4
2210,NGUYỄN THỊ HỒNG NGỌC,9.25,6.5,9.75,25.5,4,5
2211,VŨ THỊ HUYỀN,7.25,9.5,6.75,23.5,2,3
2212,ĐẶNG THỊ HẠNH,7.25,9.5,8.75,25.5,2,3
2213,NGUYỄN PHƯƠNG THẢO,9.25,6.5,8.75,24.5,2,3
2214,NGUYỄN NGỌC BÍCH,8.25,8.5,9.75,26.5,1,2
2215,CAO THỊ MAI HOA,9.25,8.5,8.75,26.5,2,3
2216,DIÊM THỊ BÍCH,7.25,7.5,8.75,23.5,4,5
2217,NGUYỄN THU TRÀ,7.25,8.5,6.75,22.5,5,6
2218,LÊ THỊ LINH,7.25,7.5,9.75,24.5,3,4
2219,NGUYỄN HƯƠNG GIANG,7.25,8.5,7.75,23.5,2,3
2220,LÊ THỊ HỒNG THIỆP,6.25,6.5,6.75,19.5,1,2
2221,VŨ QUỲNH NHƯ,7.25,6.5,6.75,20.5,1,2
2222,HOÀNG KHẮC SƠN,8.25,8.5,7.75,24.5,1,2
2223,MAI THỊ PHƯƠNG ANH,8.25,9.5,8.75,26.5,1,2
2224,LƯU MẠNH VIỆT,8.25,8.5,9.75,26.5,2,3
2225,VŨ QUỲNH MAI,8.25,7.5,6.75,22.5,4,5
2226,HỒ THỊ TRANG,6.25,6.5,8.75,21.5,4,5
2227,THÂN THU TRANG,7.25,8.5,6.75,22.5,2,3
2228,HUỲNH THANH NGA,9.25,6.5,6.75,22.5,4,5
2229,TRẦN THANH TÙNG,7.25,8.5,6.75,22.5,1,2
2230,NGUYỄN ĐỨC PHƯƠNG,8.25,9.5,7.75,25.5,3,4
2231,PHẠM THỊ MAI,6.25,6.5,9.75,22.5,1,2
2232,NINH THANH SANG,8.25,9.5,6.75,24.5,2,3
2233,NGUYỄN ANH NHẬT,6.25,8.5,7.75,22.5,3,4
2234,VŨ THỊ THẢO,6.25,8.5,9.75,24.5,3,4
2235,NGUYỄN THỊ HUYỀN,6.25,9.5,6.75,22.5,1,2
2236,LÊ THÙY DƯƠNG,8.25,6.5,9.75,24.5,3,4
2237,NGUYỄN MINH TUYÊN,9.25,7.5,6.75,23.5,2,3
2238,TRẦN KHÁNH CHI,7.25,8.5,7.75,23.5,3,4
2239,ĐẶNG TRỌNG HÙNG,6.25,6.5,6.75,19.5,1,2
2240,LÊ THANH PHONG,7.25,8.5,8.75,24.5,4,5
2241,NGUYỄN HÀ ĐĂNG,7.25,6.5,6.75,20.5,3,4
2242,TRẦN PHƯƠNG OANH,6.25,9.5,7.75,23.5,5,6
2243,TRỊNH VĂN TUẤN,6.25,9.5,9.75,25.5,5,6
2244,NGUYỄN HỮU DƯƠNG,9.25,9.5,8.75,27.5,5,6
2245,NGUYỄN HỒNG NHUNG,6.25,9.5,9.75,25.5,3,4
2246,NGUYỄN THỊ THANH VIỆT,8.25,7.5,6.75,22.5,2,3
2247,NGUYỄN KHẮC NGUYÊN,6.25,6.5,8.75,21.5,2,3
2248,TRẦN THỊ KIỀU TRANG,7.25,7.5,9.75,24.5,5,6
2249,TỐNG HUY LƯƠNG,8.25,6.5,6.75,21.5,4,5
2250,TRẦN NHẬT TÂN,7.25,8.5,6.75,22.5,1,2
2251,TRẦN THỊ QUỲNH GIANG,8.25,6.5,8.75,23.5,4,5
2252,TRẦN VĂN KỲ,7.25,9.5,6.75,23.5,5,6
2253,NGUYỄN THỊ HỒNG TRANG,7.25,9.5,7.75,24.5,4,5
2254,TRƯƠNG THẾ ĐẠT,8.25,9.5,8.75,26.5,2,3
2255,TRỊNH THỊ HẬU,9.25,8.5,9.75,27.5,2,3
2256,ĐỖ NHƯ QUỲNH,6.25,9.5,7.75,23.5,3,4
2257,ĐINH THỊ THUỲ DƯƠNG,8.25,7.5,9.75,25.5,1,2
2258,NGUYỄN THỊ LAN ANH,6.25,7.5,6.75,20.5,5,6
2259,TRẦN BÁ HAI,8.25,9.5,6.75,24.5,3,4
2260,BÙI TRỌNG LUÂN,8.25,9.5,7.75,25.5,3,4
2261,NGUYỄN ĐÌNH DŨNG,9.25,8.5,6.75,24.5,4,5
2262,LÊ HẢI ĐĂNG,9.25,9.5,6.75,25.5,2,3
2263,NGUYỄN THỊ OANH,6.25,7.5,6.75,20.5,1,2
2264,NGUYỄN ĐỨC DUY,9.25,7.5,6.75,23.5,1,2
2265,DƯƠNG MINH HƯƠNG,9.25,9.5,7.75,26.5,1,2
2266,NGÔ HOÀNG ANH,8.25,7.5,7.75,23.5,5,6
2267,NGUYỄN THỊ LINH,7.25,7.5,8.75,23.5,3,4
2268,HOÀNG VĂN NHẤT,8.25,8.5,8.75,25.5,1,2
2269,NGUYỄN ĐỨC VŨ,9.25,9.5,8.75,27.5,3,4
2270,NGUYỄN ĐĂNG VŨ,6.25,9.5,9.75,25.5,3,4
2271,NGUYỄN CÔNG TUẤN HƯNG,6.25,9.5,6.75,22.5,2,3
2272,ĐẶNG PHƯƠNG NAM,7.25,7.5,7.75,22.5,4,5
2273,ĐOÀN PHƯƠNG NAM,6.25,7.5,7.75,21.5,3,4
2274,NGUYỄN HIẾU NGHĨA,7.25,6.5,9.75,23.5,5,6
2275,NGUYỄN TIẾN ANH,9.25,9.5,9.75,28.5,4,5
2276,NGUYỄN MAI LÊ,9.25,9.5,8.75,27.5,4,5
2277,ĐOÀN ANH TUẤN,7.25,9.5,8.75,25.5,3,4
2278,VŨ THỊ HỒNG,6.25,8.5,6.75,21.5,1,2
2279,NGUYỄN HẢI NGỌC,6.25,7.5,8.75,22.5,2,3
2280,NGUYỄN THỊ THẢO LY,6.25,6.5,9.75,22.5,2,3
2281,NGUYỄN LÊ VIỆT,6.25,8.5,8.75,23.5,4,5
2282,PHẠM THỊ THUỲ LINH,8.25,8.5,8.75,25.5,2,3
2283,VŨ NGỌC LONG,9.25,6.5,7.75,23.5,4,5
2284,NGUYỄN THỊ HỒNG MAI,7.25,9.5,8.75,25.5,4,5
2285,LÊ THỊ NGỌC MAI,9.25,9.5,8.75,27.5,3,4
2286,TRỊNH THỊ KHÁNH,7.25,9.5,6.75,23.5,3,4
2287,NGUYỄN CHÍ VIỆT,6.25,9.5,8.75,24.5,5,6
2288,NGUYỄN HỒNG NHUNG,8.25,7.5,8.75,24.5,5,6
2289,NGUYỄN PHƯƠNG TOÀN,6.25,6.5,7.75,20.5,4,5
2290,NGUYỄN QUANG ANH,6.25,6.5,7.75,20.5,2,3
2291,TRƯƠNG THỊ LAN,6.25,8.5,9.75,24.5,5,6
2292,HÀ THỊ KIM THOA,7.25,6.5,7.75,21.5,4,5
2293,NGUYỄN TRUNG HIẾU,8.25,8.5,7.75,24.5,5,6
2294,NGUYỄN THỊ THÚY HẰNG,6.25,9.5,8.75,24.5,3,4
2295,TRỊNH THU TRANG,6.25,7.5,9.75,23.5,5,6
2296,VŨ THỊ NGỌC HUYỀN,8.25,9.5,7.75,25.5,4,5
2297,NGUYỄN BẢO TÙNG LÂM,9.25,6.5,7.75,23.5,2,3
2298,DƯƠNG THỊ HUẾ,9.25,8.5,9.75,27.5,3,4
2299,NGUYỄN BẬT HIẾU,6.25,8.5,7.75,22.5,2,3
2300,TRẦN THỊ PHƯƠNG THẢO,6.25,6.5,9.75,22.5,4,5
2301,TRẦN VĂN TIẾN,7.25,6.5,7.75,21.5,1,2
2302,TỪ QUỲNH ANH,8.25,8.5,6.75,23.5,1,2
2303,PHAN THỊ LINH,9.25,8.5,8.75,26.5,1,2
2304,PHẠM VĂN TIẾN,9.25,8.5,8.75,26.5,2,3
2305,QUÁCH ĐẠI ANH QUÝ,6.25,8.5,9.75,24.5,1,2
2306,PHẠM MINH KHÁNH,7.25,8.5,7.75,23.5,5,6
2307,NGUYỄN QUANG MINH,6.25,8.5,8.75,23.5,4,5
2308,ĐẶNG THỊ HOÀI THƯƠNG,9.25,7.5,7.75,24.5,3,4
2309,PHẠM TIẾN SƠN,9.25,8.5,9.75,27.5,1,2
2310,HOÀNG QUỲNH TRANG,9.25,7.5,9.75,26.5,1,2
2311,PHẠM CAO HIẾU,7.25,7.5,7.75,22.5,5,6
2312,ĐINH HẢI YẾN,8.25,8.5,6.75,23.5,1,2
2313,NGUYỄN THỊ THU TRANG,8.25,8.5,6.75,23.5,2,3
2314,NGUYỄN THỊ MAI,7.25,9.5,8.75,25.5,2,3
2315,NGUYỄN THỊ PHƯƠNG,6.25,8.5,8.75,23.5,5,6
2316,PHẠM THÙY TRANG,9.25,8.5,6.75,24.5,4,5
2317,TRẦN ĐỨC LỊCH,8.25,7.5,8.75,24.5,3,4
2318,NGUYỄN THANH NGÂN,8.25,8.5,6.75,23.5,4,5
2319,NGUYỄN BÁ ANH TÚ,7.25,7.5,9.75,24.5,1,2
2320,PHẠM THỊ NGỌC ÁNH,7.25,8.5,6.75,22.5,2,3
2321,HOÀNG THÁI LỄ,7.25,6.5,9.75,23.5,3,4
2322,LÊ THỊ THANH THỦY,7.25,7.5,7.75,22.5,5,6
2323,ĐỖ THỊ HUỆ,6.25,7.5,6.75,20.5,1,2
2324,NGUYỄN THỊ THỦY,7.25,9.5,6.75,23.5,3,4
2325,NGUYỄN VĂN MINH,9.25,7.5,7.75,24.5,1,2
2326,NGUYỄN HUY HOÀNG,9.25,8.5,8.75,26.5,1,2
2327,NGUYỄN THỊ PHƯỜNG,7.25,7.5,6.75,21.5,1,2
2328,LÊ KHÁNH LINH,8.25,7.5,6.75,22.5,3,4
2329,VŨ HOÀNG ANH,6.25,9.5,6.75,22.5,3,4
2330,NGUYỄN THỊ HẬU,9.25,6.5,9.75,25.5,3,4
2331,NGÔ THỊ NGỌC,8.25,6.5,7.75,22.5,3,4
2332,NGUYỄN GIA KHÔI,7.25,9.5,6.75,23.5,4,5
2333,TẠ THÚY NGA,6.25,8.5,7.75,22.5,1,2
2334,NGUYỄN VIỆT HOÀNG,7.25,6.5,7.75,21.5,5,6
2335,BÙI THỊ THỦY TIÊN,7.25,9.5,7.75,24.5,5,6
2336,NGUYỄN QUANG SÁNG,8.25,7.5,8.75,24.5,3,4
2337,NGUYỄN THU HÀ,9.25,9.5,7.75,26.5,3,4
2338,NGUYỄN PHƯƠNG THÚY,8.25,9.5,9.75,27.5,5,6
2339,VŨ THỊ THÚY HƯỜNG,6.25,6.5,8.75,21.5,2,3
2340,TRẦN QUỲNH NHƯ,7.25,6.5,7.75,21.5,3,4
2341,LÊ VĂN DŨNG,9.25,9.5,7.75,26.5,1,2
2342,LÊ THUỲ AN,8.25,9.5,6.75,24.5,1,2
2343,NGUYỄN QUANG LINH,9.25,6.5,8.75,24.5,2,3
2344,NGUYỄN THỊ HỒNG NGỌC,6.25,8.5,6.75,21.5,2,3
2345,LÊ THỊ THU TRANG,6.25,9.5,9.75,25.5,4,5
2346,ĐẶNG THỊ THẢO NGUYÊN,9.25,9.5,8.75,27.5,3,4
2347,CAO THỊ THANH HOA,8.25,6.5,6.75,21.5,1,2
2348,TRẦN MINH CÔNG,8.25,8.5,8.75,25.5,1,2
2349,HÀ DIỆU LINH,7.25,6.5,9.75,23.5,2,3
2350,PHẠM NGỌC LINH,6.25,8.5,7.75,22.5,4,5
2351,VŨ NGUYỆT HẰNG,6.25,7.5,8.75,22.5,4,5
2352,NGUYỄN NGỌC LINH,9.25,9.5,9.75,28.5,5,6
2353,NGUYỄN KIM QUÝ,6.25,8.5,6.75,21.5,5,6
2354,LUYỆN THỊ HẰNG,6.25,7.5,7.75,21.5,1,2
2355,ĐÀM HUỆ CHI,9.25,9.5,7.75,26.5,3,4
2356,MÃ THỊ HÀ TRANG,7.25,7.5,8.75,23.5,2,3
2357,PHẠM THỊ THU HOÀI,9.25,7.5,7.75,24.5,3,4
2358,NGUYỄN ĐÀM THANH HƯƠNG,6.25,9.5,8.75,24.5,1,2
2359,HÀ XUÂN THẮNG,9.25,6.5,6.75,22.5,3,4
2360,BÙI THỊ HỒNG NHUNG,7.25,7.5,7.75,22.5,2,3
2361,LÊ THỊ HOÀI THƯƠNG,8.25,7.5,6.75,22.5,4,5
2362,NGUYỄN THỊ MAI LINH,7.25,6.5,6.75,20.5,2,3
2363,NGUYỄN VĂN NAM,8.25,9.5,6.75,24.5,4,5
2364,LÊ THỊ HẠNH,6.25,6.5,6.75,19.5,5,6
2365,GIANG VIỆT HOÀNG,9.25,7.5,8.75,25.5,2,3
2366,NGUYỄN THỊ THU HÀ,8.25,8.5,8.75,25.5,3,4
2367,TRẦN HUYỀN TRANG,8.25,7.5,9.75,25.5,5,6
2368,TRẦN THỊ MINH XUÂN,9.25,8.5,6.75,24.5,4,5
2369,PHẠM THỊ THANH HÀ,6.25,6.5,7.75,20.5,4,5
2370,NÔNG THỊ QUẾ,6.25,7.5,9.75,23.5,2,3
2371,LÊ THỊ THẢO,8.25,6.5,6.75,21.5,5,6
2372,ĐÀO VĂN DUY,7.25,9.5,7.75,24.5,4,5
2373,PHAN VĂN HÀO,8.25,8.5,7.75,24.5,4,5
2374,VŨ NGỌC KHANH,6.25,8.5,7.75,22.5,5,6
2375,TRẦN THỊ KIỀU ANH,9.25,6.5,8.75,24.5,3,4
2376,ĐÀO NGỌC ÁNH,8.25,7.5,9.75,25.5,5,6
2377,TRẦN THỊ THÚY LINH,9.25,8.5,9.75,27.5,2,3
2378,TRỊNH THỊ HẰNG,6.25,9.5,9.75,25.5,3,4
2379,NGUYỄN THỊ HẰNG,7.25,9.5,8.75,25.5,2,3
2380,NGUYỄN THỊ KIỀU CHUYÊN,9.25,7.5,8.75,25.5,4,5
2381,LƯƠNG THỊ HỒNG NHUNG,6.25,9.5,9.75,25.5,4,5
2382,BÙI THỊ KIM NGÂN,8.25,9.5,8.75,26.5,2,3
2383,ĐỖ THÙY LINH,8.25,9.5,9.75,27.5,3,4
2384,PHÙNG THANH BẢO HIẾU,6.25,9.5,9.75,25.5,4,5
2385,NGUYỄN THỊ VÂN,7.25,7.5,7.75,22.5,2,3
2386,NGUYỄN THỊ KHÁNH HUYỀN,8.25,9.5,9.75,27.5,2,3
2387,ĐỖ THỊ HUỆ,8.25,9.5,8.75,26.5,5,6
2388,VŨ THỊ HOÀNG YẾN,8.25,9.5,6.75,24.5,4,5
2389,VƯƠNG THỊ HUỆ,6.25,9.5,9.75,25.5,4,5
2390,NGUYỄN HỒNG DUNG,6.25,6.5,7.75,20.5,4,5
2391,NGUYỄN THỊ GIANG,6.25,8.5,9.75,24.5,4,5
2392,NGUYỄN ĐẠI LỢI,6.25,9.5,7.75,23.5,5,6
2393,NGUYỄN THỊ HẢI YẾN,8.25,9.5,7.75,25.5,1,2
2394,LÊ THỊ HẰNG,7.25,6.5,7.75,21.5,1,2
2395,NGUYỄN LINH CHI,7.25,8.5,6.75,22.5,1,2
2396,PHAN THỊ THÚY,9.25,9.5,9.75,28.5,4,5
2397,BÙI TRÚC LÂM,6.25,7.5,8.75,22.5,2,3
2398,NGUYỄN VĂN TÂN,8.25,8.5,6.75,23.5,4,5
2399,NGUYỄN NGỌC THIỆP,9.25,6.5,8.75,24.5,3,4
2400,HOÀNG THỊ DIỆU LINH,6.25,8.5,9.75,24.5,4,5
2401,TRỊNH NGỌC TÚ ANH,8.25,7.5,8.75,24.5,5,6
2402,VŨ KIM TIẾN,7.25,7.5,7.75,22.5,5,6
2403,LÊ THỊ THANH HUYỀN,6.25,9.5,7.75,23.5,4,5
2404,BÙI THỊ THÙY LINH,6.25,6.5,7.75,20.5,5,6
2405,NGUYỄN XUÂN QUÂN,8.25,9.5,7.75,25.5,1,2
2406,LÂM THÚY HẰNG,7.25,6.5,7.75,21.5,2,3
2407,LÊ THỊ ANH XUÂN,8.25,8.5,9.75,26.5,3,4
2408,ĐINH THỊ HUẾ,8.25,8.5,9.75,26.5,5,6
2409,ĐÀO NGỌC TRÂM,8.25,9.5,9.75,27.5,4,5
2410,THÁI THÙY DUNG,9.25,8.5,9.75,27.5,3,4
2411,TRỊNH THỊ DUYÊN,6.25,8.5,6.75,21.5,4,5
2412,NINH THỊ THU UYÊN,6.25,6.5,6.75,19.5,2,3
2413,HOÀNG THỊ NGỌC ANH,8.25,7.5,8.75,24.5,2,3
2414,BÁ THỊ BÍCH,8.25,6.5,8.75,23.5,3,4
2415,NGUYỄN BÁ NGỌC,9.25,7.5,6.75,23.5,1,2
2416,NGUYỄN THỊ HƯƠNG GIANG,6.25,9.5,9.75,25.5,1,2
2417,NGUYỄN XUÂN NGỌC,9.25,6.5,6.75,22.5,3,4
2418,PHAN DOÃN HOÀNG,6.25,7.5,7.75,21.5,3,4
2419,NGUYỄN THỊ THU HẰNG,9.25,9.5,9.75,28.5,4,5
2420,CAO THỊ THANH TÂM,8.25,7.5,6.75,22.5,3,4
2421,HOÀNG THỊ HÀ NGÂN,8.25,7.5,7.75,23.5,3,4
2422,NGUYỄN SƠN TÙNG,6.25,7.5,9.75,23.5,2,3
2423,TRẦN THỊ THÙY LINH,6.25,9.5,6.75,22.5,4,5
2424,NGUYỄN THỊ BẢO LINH,8.25,8.5,8.75,25.5,1,2
2425,ĐINH THỊ HUYỀN TRÂM,6.25,6.5,8.75,21.5,3,4
2426,BÙI MINH LIÊN,8.25,9.5,9.75,27.5,3,4
2427,DƯƠNG THỊ HIỀN,9.25,7.5,7.75,24.5,3,4
2428,PHẠM TRÚC QUỲNH,6.25,9.5,9.75,25.5,2,3
2429,ĐỖ THỊ THỦY,9.25,8.5,9.75,27.5,2,3
2430,PHAN CẨM TÚ,6.25,8.5,9.75,24.5,1,2
2431,NGUYỄN THỊ TRANG,8.25,6.5,7.75,22.5,4,5
2432,PHẠM THỊ THANH MỸ,6.25,6.5,8.75,21.5,2,3
2433,LÊ THỊ THẢO ANH,9.25,9.5,6.75,25.5,4,5
2434,KHƯƠNG THỊ HẢI ANH,9.25,8.5,9.75,27.5,5,6
2435,HÀ QUANG NGHĨA,7.25,9.5,9.75,26.5,3,4
2436,TẠ THỊ THÚY HẰNG,9.25,7.5,8.75,25.5,5,6
2437,TRẦN THỊ HỒNG NHUNG,9.25,6.5,6.75,22.5,4,5
2438,TRỊNH CÔNG PHONG,7.25,9.5,7.75,24.5,1,2
2439,NGUYỄN THỊ HỒNG VÂN,7.25,9.5,9.75,26.5,1,2
2440,HOÀNG NGỌC ÁNH,6.25,8.5,6.75,21.5,3,4
2441,NGUYỄN THỊ PHƯƠNG ANH,6.25,8.5,6.75,21.5,1,2
2442,TRƯƠNG THỊ TÚ ANH,7.25,6.5,8.75,22.5,1,2
2443,VŨ LINH NGỌC,8.25,7.5,9.75,25.5,2,3
2444,THÁI ĐẠI NGHĨA,9.25,9.5,8.75,27.5,2,3
2445,TRIỆU THỊ NGỌC ÁNH,7.25,6.5,9.75,23.5,2,3
2446,NGUYỄN THỊ KHÁNH HUYỀN,9.25,8.5,9.75,27.5,2,3
2447,LÊ THỊ HẢO,8.25,8.5,8.75,25.5,3,4
2448,VŨ ANH NHI,7.25,9.5,7.75,24.5,2,3
2449,NGUYỄN THỊ HƯƠNG GIANG,9.25,8.5,8.75,26.5,2,3
2450,HOÀNG NGỌC LINH,7.25,9.5,6.75,23.5,4,5
2451,VŨ THỊ HOA,8.25,9.5,7.75,25.5,2,3
2452,NGUYỄN HƯƠNG LY,9.25,8.5,7.75,25.5,3,4
2453,ĐẶNG THU PHƯƠNG,6.25,7.5,9.75,23.5,2,3
2454,ĐỖ THỊ THANH THỦY,8.25,9.5,9.75,27.5,5,6
2455,MAI THỊ THU HUYỀN,8.25,9.5,6.75,24.5,1,2
2456,LƯƠNG THỊ NGA,9.25,6.5,7.75,23.5,1,2
2457,ĐÀO HỒNG SƠN,7.25,8.5,9.75,25.5,5,6
2458,LƯU PHƯƠNG TRANG,9.25,7.5,7.75,24.5,4,5
2459,HÀ THỊ PHƯỢNG,9.25,7.5,9.75,26.5,4,5
2460,NGUYỄN VĂN HẬU,9.25,7.5,7.75,24.5,3,4
2461,ĐẶNG CẨM TÚ,6.25,6.5,9.75,22.5,3,4
2462,NGUYỄN PHƯƠNG THẢO,9.25,8.5,7.75,25.5,4,5
2463,HÀ DIỆP HƯƠNG,9.25,9.5,8.75,27.5,5,6
2464,LƯU DIỆU LINH,6.25,7.5,7.75,21.5,4,5
2465,NGUYỄN THỊ PHƯỢNG,6.25,7.5,7.75,21.5,4,5
2466,NGUYỄN THỊ HẢI LINH,9.25,8.5,6.75,24.5,3,4
2467,LÊ THỊ NGỌC ÁNH,8.25,6.5,9.75,24.5,3,4
2468,ĐÀO THỊ CHÂU ANH,9.25,9.5,6.75,25.5,1,2
2469,NGUYỄN THỊ HẰNG,7.25,9.5,9.75,26.5,3,4
2470,TRỊNH THỊ LỆ,7.25,8.5,6.75,22.5,5,6
2471,PHẠM THỊ THANH HƯƠNG,6.25,6.5,6.75,19.5,2,3
2472,NGUYỄN THỊ THUỶ,7.25,9.5,9.75,26.5,1,2
2473,NGUYỄN THỊ NGỌC HUYỀN,8.25,6.5,6.75,21.5,5,6
2474,NGUYỄN THỊ HẢI YẾN,9.25,8.5,7.75,25.5,2,3
2475,LÊ THỊ VÂN ANH,9.25,8.5,7.75,25.5,2,3
2476,LÊ GIA HƯNG,6.25,7.5,7.75,21.5,4,5
2477,NGUYỄN HUY THẮNG,7.25,8.5,9.75,25.5,4,5
